Label,VoxelCount,Volume,Subtracted_Volume,Volume_Delta,Centroid.X,Centroid.Y,Centroid.Z
557,37658,37658,37647,11,562.744,785.456,31.890
558,37439,37439,37347,92,568.807,825.940,33.094
559,892,892,892,0,207.938,41.215,17.096
560,30218,30218,30178,40,427.891,47.233,26.321
561,23266,23266,23258,8,814.606,58.274,30.312
562,26708,26708,26700,8,231.023,123.629,25.928
563,28281,28281,28281,0,676.838,151.302,33.160
564,25733,25733,25733,0,307.382,283.818,36.771
565,52185,52185,52157,28,525.276,331.677,31.450
566,25960,25960,25960,0,390.772,341.455,31.901
567,37454,37454,37379,75,649.676,353.996,34.232
568,26301,26301,26248,53,737.398,521.844,29.184
569,20411,20411,20411,0,192.740,503.431,29.242
570,47460,47460,47400,60,775.554,517.068,34.845
571,21985,21985,21985,0,276.043,535.705,28.717
572,39385,39385,39298,87,414.060,545.182,35.606
573,28112,28112,28098,14,808.159,585.295,29.722
574,26971,26971,26971,0,374.643,612.312,29.744
575,44059,44059,44049,10,739.712,679.643,31.854
576,31448,31448,31448,0,686.154,730.802,30.770
577,36548,36548,36548,0,435.610,770.609,34.549
578,30021,30021,29963,58,511.399,806.512,29.164
579,26179,26179,26179,0,545.214,813.638,27.645
580,29035,29035,29035,0,491.015,834.810,32.865
581,21791,21791,21724,67,69.029,856.022,26.983
582,23556,23556,23482,74,151.143,996.562,26.062
583,26144,26144,26117,27,522.348,997.915,24.827
584,12453,12453,12425,28,945.109,52.208,25.428
585,26526,26526,26526,0,491.529,79.527,32.941
586,42655,42655,42387,268,602.034,111.243,36.487
587,29108,29108,29031,77,197.011,111.458,27.022
588,23857,23857,23857,0,207.858,169.179,32.119
589,31468,31468,31375,93,847.649,229.712,29.438
590,25630,25630,25620,10,745.302,384.823,29.259
591,60344,60344,60116,228,616.396,368.293,36.263
592,45676,45676,45676,0,795.111,418.218,35.787
593,23667,23667,23659,8,339.455,459.696,28.162
594,27387,27387,27387,0,961.451,448.953,33.802
595,23507,23507,23507,0,836.442,477.505,25.880
596,5180,5180,5169,11,417.111,502.869,23.898
597,38062,38062,38061,1,250.362,534.638,34.625
598,42794,42794,42794,0,96.866,602.667,39.751
599,38240,38240,38236,4,447.440,642.829,34.448
600,28150,28150,28008,142,707.955,680.340,31.698
601,22262,22262,22262,0,145.683,844.944,27.599
602,20692,20692,20689,3,102.202,939.705,25.918
603,19333,19333,19060,273,52.464,931.439,26.126
604,20882,20882,20838,44,134.849,959.094,26.739
605,29676,29676,29660,16,94.797,93.047,30.768
606,28196,28196,28196,0,496.381,155.604,31.915
607,22436,22436,22370,66,29.885,178.776,32.910
608,42473,42473,42435,38,822.045,185.701,36.720
609,23245,23245,23245,0,441.192,234.901,28.768
610,36326,36326,36289,37,675.707,238.657,40.070
611,28170,28170,28170,0,584.686,322.586,37.566
612,47702,47702,47702,0,578.656,364.862,38.014
613,24508,24508,24508,0,66.808,488.197,33.156
614,29629,29629,29616,13,919.155,489.537,33.201
615,27397,27397,27278,119,473.548,778.581,34.294
616,44093,44093,44080,13,634.188,828.236,33.962
617,45218,45218,45218,0,284.811,882.631,38.332
618,34587,34587,34563,24,468.619,870.788,35.094
619,28280,28280,28220,60,597.881,935.103,30.475
620,29423,29423,28282,1141,724.106,46.340,33.104
621,27040,27040,27029,11,272.500,106.665,35.852
622,18006,18006,17973,33,111.727,118.218,28.609
623,39921,39921,39824,97,777.689,250.243,38.297
624,36094,36094,35950,144,790.633,280.730,33.543
625,27411,27411,27411,0,480.784,332.933,35.076
626,4929,4929,4929,0,151.002,338.770,23.907
627,25000,25000,25000,0,194.209,342.844,34.499
628,46811,46811,46799,12,815.994,360.516,36.999
629,23036,23036,22721,315,773.655,366.324,33.220
630,11762,11762,11762,0,5.968,440.842,34.774
631,34133,34133,34085,48,499.459,482.927,38.155
632,168,168,168,0,1016.756,519.732,21.720
633,44480,44480,44480,0,839.771,658.239,36.348
634,46140,46140,46140,0,802.650,659.741,36.471
635,28949,28949,28765,184,593.019,691.208,32.990
636,31988,31988,31947,41,419.941,725.725,35.962
637,26500,26500,26462,38,719.514,726.384,33.691
638,26217,26217,26217,0,507.853,751.419,33.917
639,28135,28135,28135,0,675.593,867.712,32.452
640,19587,19587,19450,137,17.635,959.040,28.049
641,29613,29613,29573,40,478.083,964.972,30.489
642,52640,52640,52627,13,598.902,972.932,35.061
643,19078,19078,19031,47,36.566,993.978,30.050
644,35731,35731,35696,35,298.029,81.802,37.321
645,22485,22485,22402,83,329.216,72.290,28.981
646,29618,29618,29618,0,742.208,134.549,36.278
647,30282,30282,30282,0,574.805,163.001,29.364
648,27420,27420,27241,179,269.734,171.167,34.368
649,49643,49643,49529,114,482.408,292.515,37.514
650,29378,29378,29374,4,527.124,272.891,37.436
651,27571,27571,27571,0,415.178,319.904,34.216
652,47149,47149,47094,55,782.229,321.115,41.170
653,25651,25651,25644,7,115.372,337.740,35.488
654,24655,24655,24655,0,240.058,365.160,32.326
655,52712,52712,52712,0,989.158,459.532,44.718
656,22251,22251,22251,0,668.420,508.676,31.244
657,24252,24252,24252,0,348.337,573.275,36.347
658,169,169,169,0,159.893,600.503,20.000
659,22978,22978,22978,0,481.445,603.819,33.960
660,30683,30683,30680,3,120.005,616.686,33.467
661,26227,26227,26218,9,414.007,644.846,34.609
662,27121,27121,27121,0,369.347,703.167,34.253
663,26653,26653,26653,0,579.300,730.224,34.499
664,29423,29423,29404,19,342.723,810.812,35.680
665,23297,23297,23257,40,467.547,821.153,36.689
666,42785,42785,42315,470,419.484,851.738,41.822
667,36631,36631,36536,95,414.771,944.255,43.900
668,39591,39591,39375,216,315.831,993.875,31.420
669,25192,25192,25177,15,570.533,1005.590,28.872
670,26053,26053,26036,17,811.826,10.889,47.523
671,46501,46501,46295,206,860.752,57.126,36.348
672,17102,17102,17102,0,922.475,70.676,32.691
673,7076,7076,7076,0,942.401,80.198,24.427
674,30152,30152,30109,43,430.896,147.128,35.052
675,47337,47337,47337,0,632.823,201.875,43.673
676,27875,27875,27875,0,206.787,212.625,35.506
677,24168,24168,24168,0,35.031,234.786,37.213
678,29031,29031,29031,0,418.909,245.402,37.977
679,29934,29934,29934,0,443.557,272.301,35.064
680,22205,22205,22205,0,210.502,314.503,36.707
681,41188,41188,41188,0,736.155,424.753,37.117
682,26885,26885,26883,2,897.613,547.363,35.779
683,33245,33245,33245,0,941.775,575.885,41.325
684,37296,37296,37296,0,595.213,594.596,37.004
685,25791,25791,25781,10,627.904,609.181,34.625
686,48839,48839,48773,66,638.301,693.438,38.761
687,23989,23989,23985,4,748.097,738.101,34.469
688,19941,19941,19941,0,75.914,771.625,36.196
689,21075,21075,21070,5,99.655,784.025,34.133
690,30231,30231,30231,0,400.985,828.154,36.428
691,37869,37869,37822,47,447.165,832.149,40.967
692,24207,24207,24140,67,493.500,887.626,35.965
693,30406,30406,30298,108,320.340,923.887,34.701
694,15724,15724,15724,0,427.606,8.825,36.403
695,29084,29084,29053,31,258.478,61.231,35.666
696,47950,47950,47942,8,979.765,98.020,35.143
697,26959,26959,26896,63,665.446,115.863,36.611
698,24973,24973,24924,49,69.038,187.837,35.946
699,26681,26681,26681,0,530.425,198.055,35.471
700,29735,29735,29679,56,805.391,245.393,41.078
701,46417,46417,46417,0,724.620,297.596,37.531
702,42264,42264,42230,34,249.306,340.745,42.669
703,34356,34356,34356,0,507.820,373.937,38.640
704,32120,32120,32118,2,696.002,382.768,43.414
705,27777,27777,27777,0,383.904,391.959,36.576
706,45752,45752,45722,30,540.751,509.409,40.471
707,47586,47586,47580,6,534.299,547.851,41.716
708,25270,25270,25268,2,967.051,754.719,38.078
709,28850,28850,28703,147,675.664,921.798,34.207
710,30765,30765,30642,123,506.510,970.424,36.852
711,34337,34337,34253,84,452.033,985.352,37.320
712,28653,28653,28586,67,664.687,18.492,35.936
713,328,328,328,0,633.567,15.899,23.546
714,31299,31299,31256,43,687.911,51.875,36.540
715,31874,31874,31659,215,638.771,91.507,38.487
716,41814,41814,41768,46,530.919,133.963,41.484
717,43784,43784,43784,0,358.679,206.078,44.908
718,41940,41940,41937,3,442.016,207.417,41.341
719,23805,23805,23805,0,285.822,272.683,40.662
720,43677,43677,43677,0,415.935,356.206,40.581
721,28805,28805,28771,34,857.054,401.960,39.138
722,44059,44059,44038,21,532.295,430.899,36.995
723,35305,35305,35305,0,414.734,429.695,41.967
724,45063,45063,45048,15,697.306,441.992,39.559
725,17691,17691,17691,0,822.090,494.088,31.919
726,44226,44226,44209,17,404.040,510.642,43.335
727,37938,37938,37888,50,496.046,537.195,39.710
728,44074,44074,44074,0,446.116,599.666,43.525
729,22462,22462,22456,6,58.368,621.077,37.680
730,53217,53217,53212,5,604.285,652.837,38.945
731,29983,29983,29949,34,755.271,860.055,36.032
732,37792,37792,37792,0,344.444,877.551,43.527
733,41254,41254,41254,0,950.858,875.958,36.104
734,22108,22108,21912,196,82.461,997.318,37.398
735,2503,2503,2503,0,71.535,1018.595,27.617
736,30637,30637,30637,0,782.628,60.798,38.509
737,25829,25829,25539,290,193.355,69.310,31.556
738,49811,49811,49732,79,889.746,211.779,43.074
739,25676,25676,25676,0,170.754,278.009,40.778
740,28273,28273,28227,46,433.111,377.869,42.333
741,22611,22611,22452,159,46.142,391.159,38.460
742,42062,42062,42045,17,654.793,595.610,40.767
743,23676,23676,23667,9,809.346,605.248,39.806
744,29993,29993,29993,0,483.596,731.648,41.451
745,22595,22595,22595,0,25.363,848.141,39.382
746,48317,48317,48316,1,602.355,865.039,38.773
747,24782,24782,24782,0,696.303,863.373,36.437
748,23528,23528,23508,20,428.443,909.249,39.035
749,26789,26789,26748,41,193.219,936.595,37.268
750,11434,11434,11273,161,609.319,5.876,39.139
751,47731,47731,47484,247,746.927,59.897,45.727
752,26070,26070,25984,86,457.299,55.617,39.892
753,44643,44643,44625,18,501.195,207.067,46.633
754,42231,42231,42114,117,564.088,230.614,47.466
755,30510,30510,30494,16,859.938,222.415,44.349
756,33827,33827,33612,215,603.184,303.384,43.574
757,50112,50112,50047,65,933.526,301.894,42.128
758,28975,28975,28975,0,962.525,308.946,42.885
759,31806,31806,31795,11,469.744,366.389,45.056
760,25493,25493,25493,0,141.245,387.418,39.620
761,31922,31922,31830,92,440.827,504.141,42.593
762,40224,40224,40224,0,192.709,552.229,39.615
763,27068,27068,27068,0,836.451,556.586,38.975
764,22640,22640,22640,0,179.301,676.796,39.701
765,24909,24909,24909,0,269.278,780.983,41.932
766,21055,21055,21055,0,671.111,779.253,38.034
767,37122,37122,37112,10,966.209,782.029,46.754
768,49538,49538,49529,9,906.658,808.928,44.523
769,32870,32870,32773,97,544.913,854.817,39.291
770,33459,33459,33439,20,325.519,15.920,37.420
771,27409,27409,27403,6,379.023,71.175,39.369
772,33675,33675,33658,17,576.904,129.225,44.801
773,24396,24396,24353,43,205.764,144.848,40.311
774,40296,40296,40295,1,842.977,156.388,43.802
775,45314,45314,45247,67,587.980,206.168,42.663
776,30442,30442,30433,9,329.883,220.146,37.942
777,25373,25373,25373,0,56.575,219.575,41.891
778,48956,48956,48943,13,130.457,225.450,49.177
779,27773,27773,27773,0,978.738,227.816,39.970
780,23911,23911,23911,0,334.514,273.893,38.494
781,24888,24888,24888,0,27.987,293.711,40.383
782,54457,54457,54443,14,261.469,295.692,49.878
783,42237,42237,42237,0,66.010,311.122,45.363
784,43679,43679,43679,0,295.158,327.877,47.457
785,27012,27012,27012,0,303.744,365.829,36.495
786,25914,25914,25912,2,363.281,422.337,40.401
787,43143,43143,43143,0,849.914,433.487,41.340
788,36606,36606,36602,4,183.213,453.606,42.446
789,21163,21163,21163,0,131.934,449.516,38.545
790,16532,16532,16532,0,594.107,497.745,35.256
791,65,65,65,0,600.954,502.862,30.708
792,28658,28658,28653,5,369.985,652.982,43.141
793,29345,29345,29345,0,766.400,682.227,40.283
794,26963,26963,26772,191,543.254,672.528,38.042
795,26539,26539,26539,0,770.139,736.864,42.549
796,22143,22143,22088,55,863.063,738.573,41.195
797,23770,23770,23769,1,363.920,777.894,39.234
798,56348,56348,56328,20,587.339,804.268,46.037
799,24526,24526,24511,15,347.281,909.415,42.645
800,33584,33584,33584,0,189.611,910.181,45.801
801,38249,38249,38249,0,756.272,994.587,38.925
802,29079,29079,29027,52,432.138,1005.003,38.953
803,40848,40848,40759,89,519.396,1006.550,43.821
804,10949,10949,10773,176,683.834,1013.725,34.364
805,25237,25237,25213,24,478.094,14.908,43.345
806,34184,34184,34158,26,581.849,72.512,41.165
807,21887,21887,21875,12,1006.577,61.002,39.292
808,28353,28353,28299,54,9.916,81.534,44.954
809,41210,41210,41210,0,1005.046,181.322,45.721
810,54810,54810,54810,0,394.535,227.805,43.414
811,26545,26545,26545,0,265.152,225.538,41.338
812,29092,29092,29092,0,835.351,264.130,40.486
813,41374,41374,41338,36,318.822,331.824,47.356
814,32588,32588,32588,0,733.252,324.382,44.741
815,27140,27140,27140,0,456.961,333.885,43.796
816,25342,25342,25342,0,273.394,482.355,43.157
817,22568,22568,22568,0,261.276,626.634,42.357
818,25370,25370,25370,0,334.579,652.053,41.919
819,22816,22816,22812,4,112.472,665.308,39.252
820,26144,26144,26144,0,587.156,760.236,39.097
821,21022,21022,21022,0,198.613,779.441,41.262
822,24132,24132,24129,3,605.405,900.468,40.500
823,57718,57718,57702,16,236.242,933.658,49.423
824,35707,35707,35685,22,399.972,971.109,44.269
825,231,231,231,0,133.113,987.082,28.177
826,19712,19712,19685,27,117.061,993.238,52.209
827,13514,13514,13514,0,120.804,1014.785,41.071
828,42199,42199,42137,62,717.007,18.191,47.444
829,32591,32591,32543,48,581.329,18.593,45.023
830,17310,17310,17299,11,1007.631,104.190,41.370
831,35841,35841,35789,52,502.612,125.098,45.278
832,25567,25567,25564,3,313.887,156.174,40.805
833,32665,32665,32644,21,750.927,189.394,42.773
834,41498,41498,41490,8,99.828,232.280,49.541
835,21913,21913,21913,0,115.243,431.010,43.147
836,29987,29987,29983,4,14.181,475.950,45.518
837,27782,27782,27782,0,719.560,602.397,42.220
838,39173,39173,39173,0,23.291,604.136,49.573
839,23723,23723,23723,0,234.051,622.116,41.377
840,27562,27562,27562,0,633.336,630.723,44.360
841,16248,16248,16248,0,9.393,641.952,41.103
842,19561,19561,19540,21,126.969,777.625,43.544
843,38177,38177,38177,0,287.319,815.929,46.244
844,10845,10845,10844,1,129.718,852.094,40.021
845,1436,1436,1436,0,101.359,901.355,35.307
846,41572,41572,41488,84,376.220,887.434,50.376
847,20442,20442,20419,23,23.095,914.746,43.506
848,20124,20124,20089,35,107.987,969.143,40.539
849,832,832,832,0,522.142,1.976,32.023
850,20554,20554,20493,61,946.955,14.428,40.457
851,25646,25646,25646,0,415.860,81.681,43.978
852,44744,44744,44676,68,753.559,98.523,49.866
853,24535,24535,24503,32,251.709,95.246,43.176
854,44740,44740,44681,59,400.339,126.197,44.820
855,47965,47965,47929,36,849.770,121.002,51.717
856,2154,2154,2154,0,2.589,222.822,35.473
857,47669,47669,47662,7,473.269,239.561,49.212
858,47702,47702,47702,0,901.719,251.406,49.468
859,44248,44248,44248,0,113.162,272.268,46.649
860,28200,28200,28169,31,252.776,264.790,43.914
861,43723,43723,43583,140,983.490,285.932,47.487
862,23359,23359,23359,0,110.006,382.931,45.020
863,39525,39525,39525,0,452.188,399.310,51.739
864,13670,13670,13670,0,726.630,383.653,44.802
865,38383,38383,38306,77,565.334,460.197,42.804
866,28755,28755,28741,14,383.784,567.259,43.273
867,22517,22517,22517,0,238.184,558.561,44.330
868,24599,24599,24599,0,273.779,559.560,44.325
869,20696,20696,20696,0,140.128,575.056,41.228
870,32936,32936,32924,12,844.312,616.344,48.668
871,23297,23297,23284,13,993.807,665.831,43.968
872,28224,28224,28153,71,543.078,698.478,48.460
873,37586,37586,37585,1,306.826,736.740,46.451
874,26179,26179,26179,0,274.185,736.761,40.739
875,35611,35611,35610,1,450.555,751.683,46.991
876,35691,35691,35682,9,64.315,787.079,51.041
877,47568,47568,47548,20,677.475,801.356,47.433
878,33301,33301,33220,81,535.940,887.757,42.530
879,29102,29102,29102,0,630.721,921.080,42.336
880,37024,37024,37024,0,361.052,946.874,44.871
881,793,793,793,0,316.654,5.197,31.014
882,23803,23803,23786,17,973.467,19.732,42.639
883,30884,30884,30824,60,604.957,40.202,47.272
884,23603,23603,23600,3,880.838,56.911,44.390
885,40012,40012,39768,244,76.330,65.955,48.275
886,23857,23857,23857,0,159.564,131.495,43.108
887,36278,36278,36278,0,989.282,143.105,37.912
888,23563,23563,23563,0,35.744,154.228,46.103
889,25814,25814,25807,7,988.012,384.973,44.162
890,28223,28223,28198,25,920.937,391.905,46.538
891,35829,35829,35805,24,962.682,403.116,49.398
892,35962,35962,35962,0,79.032,436.729,49.493
893,36580,36580,36580,0,611.858,461.089,45.818
894,45610,45610,45363,247,711.344,526.813,49.462
895,24543,24543,24531,12,900.041,589.571,44.448
896,26409,26409,26409,0,443.718,676.809,43.874
897,24334,24334,24315,19,319.965,701.282,44.451
898,49189,49189,49006,183,642.053,733.562,51.389
899,21108,21108,21108,0,867.745,757.252,48.029
900,26209,26209,26209,0,848.954,779.664,43.642
901,29574,29574,29562,12,741.324,783.738,44.469
902,30088,30088,30088,0,508.080,818.513,49.427
903,30169,30169,30169,0,702.819,822.036,45.478
904,30173,30173,30170,3,501.892,854.542,45.858
905,21849,21849,21849,0,10.076,857.557,49.877
906,24073,24073,23873,200,238.293,1012.601,48.397
907,232,232,232,0,309.341,10.353,32.220
908,39380,39380,39380,0,134.031,143.412,51.748
909,39796,39796,39752,44,650.796,152.189,50.247
910,40401,40401,40350,51,90.264,164.832,50.123
911,39759,39759,39759,0,187.965,190.941,51.704
912,40018,40018,40013,5,829.507,184.472,54.716
913,27754,27754,27754,0,423.738,286.252,45.632
914,24164,24164,24164,0,199.758,288.224,44.889
915,22863,22863,22863,0,1009.857,317.642,45.851
916,24617,24617,24617,0,340.991,385.328,45.084
917,15990,15990,15990,0,7.882,400.980,45.315
918,39817,39817,39801,16,326.191,456.165,50.448
919,21678,21678,21678,0,295.163,495.345,49.783
920,23701,23701,23701,0,148.526,495.525,44.991
921,19417,19417,19411,6,146.786,756.233,45.053
922,5088,5088,5088,0,3.994,835.051,44.802
923,34138,34138,33982,156,351.271,994.030,45.095
924,13645,13645,13266,379,207.078,1012.298,40.639
925,23620,23620,23573,47,474.199,1013.661,45.810
926,18760,18760,18743,17,264.061,11.480,43.183
927,40414,40414,40414,0,784.743,25.066,52.519
928,24546,24546,24475,71,285.252,44.810,42.849
929,29511,29511,29491,20,596.436,164.677,46.188
930,31051,31051,31051,0,667.768,191.072,49.432
931,1419,1419,1419,0,116.329,206.991,35.004
932,46409,46409,46398,11,293.449,236.319,51.510
933,39950,39950,39683,267,603.504,258.672,45.172
934,19667,19667,19667,0,81.970,283.304,49.783
935,65449,65449,65447,2,635.673,300.705,52.749
936,31108,31108,31108,0,183.457,306.057,51.599
937,29924,29924,29912,12,861.811,305.077,46.030
938,22454,22454,22454,0,93.067,321.751,48.667
939,27249,27249,27249,0,269.968,377.081,49.833
940,54733,54733,54730,3,741.864,400.168,55.668
941,31145,31145,31125,20,898.141,401.623,52.223
942,25403,25403,25403,0,373.090,457.733,47.302
943,14286,14286,14286,0,1013.883,464.088,44.202
944,37198,37198,37169,29,348.978,479.423,53.495
945,28221,28221,28221,0,13.870,569.141,49.920
946,43502,43502,43458,44,621.018,564.280,50.252
947,42956,42956,42944,12,395.163,615.700,51.712
948,32540,32540,32534,6,517.835,696.416,46.873
949,30989,30989,30989,0,957.586,713.817,49.911
950,29039,29039,29039,0,996.500,719.891,49.709
951,33895,33895,33873,22,410.538,884.403,48.864
952,29988,29988,29876,112,753.271,886.538,47.864
953,24962,24962,24940,22,560.860,902.586,45.630
954,31986,31986,31982,4,255.162,964.354,51.120
955,378,378,378,0,306.439,15.944,39.627
956,22357,22357,22333,24,198.900,48.533,45.978
957,44215,44215,44211,4,661.126,65.083,53.451
958,23596,23596,23556,40,519.869,96.851,48.138
959,41853,41853,41815,38,678.575,106.034,52.004
960,15559,15559,15559,0,5.896,307.927,47.863
961,40954,40954,40954,0,347.568,310.446,51.238
962,27174,27174,27171,3,860.975,331.036,51.140
963,41624,41624,41553,71,482.188,401.941,50.671
964,37817,37817,37817,0,367.920,504.219,50.931
965,19186,19186,19167,19,683.606,510.183,43.713
966,40647,40647,40647,0,432.150,640.158,55.438
967,42794,42794,42711,83,479.404,659.841,52.714
968,22520,22520,22510,10,31.465,679.685,46.570
969,22454,22454,22454,0,217.905,742.470,46.707
970,23306,23306,23306,0,402.745,749.330,49.796
971,26882,26882,26856,26,808.870,797.378,47.654
972,22872,22872,22872,0,829.075,897.510,44.130
973,28591,28591,28573,18,462.552,160.285,45.797
974,4228,4228,4228,0,1016.847,208.413,44.355
975,45438,45438,45251,187,786.457,210.974,54.113
976,11372,11372,11369,3,726.772,502.844,42.805
977,99,99,99,0,718.576,504.354,39.172
978,30305,30305,30305,0,748.351,589.462,44.618
979,38914,38914,38914,0,868.712,608.709,52.481
980,24504,24504,24504,0,280.260,699.798,47.310
981,3758,3758,3714,44,621.417,718.241,39.511
982,31014,31014,31014,0,280.283,845.182,51.800
983,29046,29046,29046,0,691.573,896.845,47.447
984,22206,22206,22206,0,851.256,906.222,46.461
985,35335,35335,35328,7,284.167,924.706,52.304
986,29098,29098,29034,64,522.494,928.510,46.487
987,38417,38417,38417,0,834.450,958.633,52.254
988,43455,43455,43439,16,286.619,1001.379,49.679
989,8634,8634,8539,95,558.461,4.584,49.957
990,25732,25732,25632,100,241.085,47.768,50.156
991,23234,23234,23234,0,323.066,58.468,48.644
992,22596,22596,22534,62,126.484,72.504,46.268
993,32828,32828,32772,56,929.677,74.040,47.849
994,54893,54893,54575,318,913.160,112.855,55.320
995,44931,44931,44931,0,348.783,121.871,54.368
996,27016,27016,26994,22,712.144,123.279,50.381
997,40361,40361,40314,47,482.711,180.693,54.716
998,32699,32699,32699,0,851.496,245.785,53.738
999,34314,34314,34265,49,784.836,281.965,52.727
1000,31084,31084,31084,0,512.377,323.903,52.265
1001,38725,38725,38725,0,882.584,351.658,53.433
1002,43278,43278,43258,20,829.641,345.585,53.769
1003,33761,33761,33761,0,173.581,400.351,53.449
1004,36660,36660,36660,0,770.543,443.591,48.352
1005,32515,32515,32515,0,460.880,452.211,49.682
1006,31808,31808,31803,5,469.247,488.976,50.185
1007,94,94,94,0,719.298,503.968,38.989
1008,26007,26007,26007,0,924.216,510.626,49.361
1009,25522,25522,25522,0,972.362,535.408,48.343
1010,34906,34906,34906,0,361.244,547.675,54.273
1011,23668,23668,23668,0,805.752,552.378,47.623
1012,33325,33325,33322,3,46.397,571.342,52.031
1013,32780,32780,32780,0,352.642,614.540,54.474
1014,42508,42508,42359,149,551.226,605.998,51.615
1015,26461,26461,26461,0,984.235,619.583,48.212
1016,44009,44009,44009,0,902.747,638.942,53.520
1017,26240,26240,26240,0,348.232,681.760,49.066
1018,30720,30720,30685,35,388.113,705.395,48.048
1019,20641,20641,20641,0,102.199,755.085,49.766
1020,31944,31944,31944,0,410.662,779.768,54.652
1021,31349,31349,31278,71,13.254,807.846,53.013
1022,26053,26053,26053,0,64.388,815.268,54.500
1023,34153,34153,34153,0,940.712,950.584,47.394
1024,43092,43092,43019,73,452.150,949.715,53.108
1025,17184,17184,17184,0,656.141,1005.201,42.462
1026,37253,37253,37235,18,332.100,1010.028,56.276
1027,11575,11575,11497,78,862.895,5.964,51.367
1028,22611,22611,22568,43,37.159,102.415,49.681
1029,28846,28846,28846,0,242.329,214.584,50.723
1030,35099,35099,35099,0,508.595,246.357,54.105
1031,30291,30291,30291,0,175.819,232.905,55.049
1032,27107,27107,27107,0,19.369,260.629,54.171
1033,23488,23488,23488,0,39.281,321.631,51.918
1034,24258,24258,24258,0,917.902,345.239,50.600
1035,24247,24247,24247,0,920.388,434.478,51.497
1036,46530,46530,46486,44,531.817,464.111,54.759
1037,34006,34006,34006,0,313.093,524.655,54.515
1038,19506,19506,19506,0,155.478,626.442,47.128
1039,26146,26146,26146,0,706.280,690.636,52.260
1040,36227,36227,36227,0,871.891,706.670,53.468
1041,42494,42494,42494,0,924.952,732.281,51.674
1042,31630,31630,31614,16,608.158,747.968,50.446
1043,13539,13539,13539,0,1014.691,735.404,48.994
1044,20359,20359,20359,0,25.584,768.038,49.381
1045,31215,31215,31215,0,360.248,834.049,56.836
1046,36306,36306,36306,0,91.416,887.669,53.683
1047,28921,28921,28919,2,38.770,886.900,54.054
1048,37512,37512,37509,3,393.400,1011.626,52.191
1049,22283,22283,22258,25,553.562,1008.149,46.789
1050,1324,1324,1324,0,262.208,1020.779,40.884
1051,467,467,467,0,174.105,39.520,37.338
1052,30211,30211,30140,71,15.444,53.745,54.506
1053,26726,26726,26687,39,872.207,89.624,50.670
1054,43258,43258,43258,0,921.320,145.681,54.395
1055,34134,34134,34120,14,355.251,165.221,52.828
1056,53144,53144,53006,138,871.419,170.093,56.026
1057,24659,24659,24659,0,401.120,197.768,52.683
1058,39534,39534,39534,0,346.748,249.265,54.118
1059,25345,25345,25345,0,979.198,352.345,51.481
1060,41319,41319,41228,91,760.983,371.002,50.611
1061,35199,35199,35193,6,429.828,476.311,53.890
1062,31685,31685,31685,0,637.886,466.510,51.293
1063,524,524,524,0,806.691,491.365,38.116
1064,18273,18273,18273,0,105.165,506.258,50.309
1065,49755,49755,49715,40,796.771,486.496,53.931
1066,65196,65196,65188,8,673.020,538.113,55.380
1067,43266,43266,43266,0,896.312,555.160,57.358
1068,42198,42198,42172,26,695.317,643.386,54.922
1069,22135,22135,22135,0,405.870,692.236,54.059
1070,30426,30426,30382,44,454.862,690.244,53.807
1071,28753,28753,28731,22,673.682,677.149,51.512
1072,39705,39705,39705,0,736.865,707.503,55.150
1073,26266,26266,26228,38,638.888,888.482,49.338
1074,2875,2875,2875,0,29.246,1019.435,43.782
1075,6120,6120,6120,0,826.112,1017.235,44.616
1076,4111,4111,4111,0,455.221,3.051,50.508
1077,31641,31641,31525,116,833.181,19.653,53.617
1078,27481,27481,27462,19,449.516,28.385,54.022
1079,32629,32629,32617,12,897.338,44.478,53.893
1080,26597,26597,26597,0,41.910,58.765,55.600
1081,26594,26594,26594,0,209.257,86.522,51.722
1082,23007,23007,23007,0,145.163,110.428,52.321
1083,30289,30289,30289,0,798.817,142.542,53.056
1084,32738,32738,32738,0,161.600,174.761,56.196
1085,18537,18537,18537,0,9.385,191.860,53.561
1086,47395,47395,47349,46,916.132,198.889,55.650
1087,20071,20071,20071,0,202.303,230.751,55.201
1088,22625,22625,22625,0,152.486,291.302,52.975
1089,25529,25529,25529,0,387.895,367.827,55.152
1090,42232,42232,42179,53,788.842,376.894,56.505
1091,19735,19735,19735,0,27.455,433.085,52.022
1092,24424,24424,24424,0,59.526,534.143,52.122
1093,37578,37578,37433,145,638.086,539.926,55.568
1094,48211,48211,48168,43,644.938,635.941,57.939
1095,35725,35725,35629,96,588.413,695.070,53.519
1096,33122,33122,33122,0,174.315,707.351,55.125
1097,20648,20648,20648,0,52.347,762.899,52.362
1098,27256,27256,27233,23,812.006,753.430,52.350
1099,15557,15557,15557,0,607.466,814.380,57.145
1100,8852,8852,8852,0,145.796,860.393,49.317
1101,26831,26831,26600,231,578.891,917.616,53.508
1102,20506,20506,20477,29,72.696,965.899,53.142
1103,24553,24553,24436,117,550.434,115.361,52.865
1104,30682,30682,30682,0,384.376,159.600,55.213
1105,28947,28947,28923,24,931.447,257.183,53.294
1106,44846,44846,44761,85,704.869,258.326,52.256
1107,27977,27977,27977,0,895.078,283.544,57.354
1108,29132,29132,29132,0,322.941,609.981,57.049
1109,31551,31551,31551,0,945.378,617.636,56.124
1110,22174,22174,22174,0,157.736,650.438,52.125
